smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
COC(C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,True,(),0,"InChI=1S/C33H44N4O4S/c1-21(40-5)29(39)37-26(16-22-8-6-9-24(14-22)31-34-12-13-42-31)28(38)20-35-27-18-33(10-7-11-33)41-30-25(27)15-23(19-36-30)17-32(2,3)4/h6,8-9,12-15,19,21,26-28,35,38H,7,10-11,16-18,20H2,1-5H3,(H,37,39)/p+1/t21-,26+,27+,28-/m1/s1",1,BACE_23,train
CC(C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,True,(),0,"InChI=1S/C44H53F2N5O8S/c1-27(2)40(44(56)47-24-30-13-9-7-10-14-30)50-41(53)28(3)17-39(52)38(26-59-25-31-18-35(45)23-36(46)19-31)49-43(55)34-20-33(21-37(22-34)51(5)60(6,57)58)42(54)48-29(4)32-15-11-8-12-16-32/h7-16,18-23,27-29,38-40,52H,17,24-26H2,1-6H3,(H,47,56)(H,48,54)(H,49,55)(H,50,53)/t28-,29-,38+,39+,40+/m1/s1",1,BACE_24,train
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCC)CCN2)c1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C31H43F2N3O4/c1-5-10-36(11-6-2)31(39)23-13-20(4)12-22(17-23)30(38)35-28(16-21-14-24(32)18-25(33)15-21)29(37)27-19-26(40-7-3)8-9-34-27/h12-15,17-18,26-29,34,37H,5-11,16,19H2,1-4H3,(H,35,38)/p+1/t26-,27+,28-,29+/m0/s1",1,BACE_25,train
CC(C)CNC(=O)C(C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,True,(),0,"InChI=1S/C34H44FN5O5S/c1-22(2)20-37-32(41)24(4)36-21-30(16-25-10-8-7-9-11-25)39-34(43)28-17-27(18-31(19-28)40(5)46(6,44)45)33(42)38-23(3)26-12-14-29(35)15-13-26/h7-15,17-19,22-24,30,36H,16,20-21H2,1-6H3,(H,37,41)(H,38,42)(H,39,43)/p+1/t23-,24+,30+/m1/s1",1,BACE_26,train
CC(C)COc1ccc2c(c1)[C@]1(COC(=N)N1)c1cc(-c3cncnc3)ccc1O2,True,imine,1,"InChI=1S/C23H22N4O3/c1-14(2)11-28-17-4-6-21-19(8-17)23(12-29-22(24)27-23)18-7-15(3-5-20(18)30-21)16-9-25-13-26-10-16/h3-10,13-14H,11-12H2,1-2H3,(H2,24,27)/t23-/m0/s1",1,BACE_28,train
CC(=O)N[C@]1(CC(C)C)CCN(C(CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C38H46F2N4O4/c1-24(2)22-38(43-25(3)45)15-16-44(37(38)48)34(14-13-26-9-5-4-6-10-26)36(47)42-33(19-27-17-30(39)21-31(40)18-27)35(46)32-20-28-11-7-8-12-29(28)23-41-32/h4-12,17-18,21,24,32-35,41,46H,13-16,19-20,22-23H2,1-3H3,(H,42,47)(H,43,45)/p+1/t32-,33+,34+,35-,38+/m1/s1",1,BACE_29,train
CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,True,(),0,"InChI=1S/C33H40F2N4O5/c1-4-9-39(10-5-2)33(43)25-16-23(31(36)41)15-24(17-25)32(42)38-29(14-22-11-26(34)18-27(35)12-22)30(40)20-37-19-21-7-6-8-28(13-21)44-3/h6-8,11-13,15-18,29-30,37,40H,4-5,9-10,14,19-20H2,1-3H3,(H2,36,41)(H,38,42)/p+1/t29-,30+/m0/s1",1,BACE_33,train
CCCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C29H37N3O/c1-3-9-23(29(33)31-19-21-11-5-4-6-12-21)17-25-18-24-16-22(14-15-27(24)32-28(25)30)26-13-8-7-10-20(26)2/h7-8,10,13-16,18,21,23H,3-6,9,11-12,17,19H2,1-2H3,(H2,30,32)(H,31,33)/t23-/m1/s1",1,BACE_34,train
C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,True,(),0,"InChI=1S/C28H30FN5O4S/c1-18(20-10-12-23(29)13-11-20)31-25(35)21-14-22(16-24(15-21)34(3)39(4,36)37)26-32-33-27(38-26)28(2,30)17-19-8-6-5-7-9-19/h5-16,18H,17,30H2,1-4H3,(H,31,35)/p+1/t18-,28-/m1/s1",1,BACE_35,train
COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(=N)N2)cc1C,True,imine,1,"InChI=1S/C23H23N5O/c1-14-8-20(9-15(2)21(14)29-4)23(27-16(3)22(24)28-23)19-7-5-6-17(10-19)18-11-25-13-26-12-18/h5-13H,1-4H3,(H2,24,28)/p+1/t23-/m0/s1",1,BACE_36,train
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(=N)N1,True,imine,1,"InChI=1S/C19H15F4N5O2/c1-18(7-15(19(21,22)23)30-17(25)28-18)12-6-11(3-4-13(12)20)27-16(29)14-5-2-10(8-24)9-26-14/h2-6,9,15H,7H2,1H3,(H2,25,28)(H,27,29)/t15-,18-/m0/s1",1,BACE_38,train
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,True,(),0,"InChI=1S/C32H45N5O4/c1-3-33-26-18-24(19-27(20-26)37-16-10-15-30(37)39)32(41)36-28(17-23-11-6-4-7-12-23)29(38)21-34-22(2)31(40)35-25-13-8-5-9-14-25/h4,6-7,11-12,18-20,22,25,28-29,33-34,38H,3,5,8-10,13-17,21H2,1-2H3,(H,35,40)(H,36,41)/p+1/t22-,28-,29+/m0/s1",1,BACE_39,train
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](C(F)(F)F)[C@@H]1F,True,(),0,"InChI=1S/C19H14F5N5O2/c1-18(14(21)15(19(22,23)24)31-17(26)29-18)11-6-10(3-4-12(11)20)28-16(30)13-5-2-9(7-25)8-27-13/h2-6,8,14-15H,1H3,(H2,26,29)(H,28,30)/t14-,15-,18+/m0/s1",1,BACE_40,train
C/C=C\C=C\C[C@H]1CCN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C)cc(C(=O)N(CCC)CCC)c2)C1,True,polyene,1,"InChI=1S/C35H47F2N3O3/c1-5-8-9-10-11-25-12-13-38-31(20-25)33(41)32(21-26-18-29(36)23-30(37)19-26)39-34(42)27-16-24(4)17-28(22-27)35(43)40(14-6-2)15-7-3/h5,8-10,16-19,22-23,25,31-33,38,41H,6-7,11-15,20-21H2,1-4H3,(H,39,42)/p+1/b8-5-,10-9+/t25-,31+,32-,33+/m0/s1",1,BACE_41,train
CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)N=C1N,True,"Aliphatic long chain, triple bond",2,"InChI=1S/C22H19F4N3O2/c1-29-19(30)22(28-21(29)27,15-6-9-17(10-7-15)31-20(25)26)16-8-11-18(24)14(13-16)5-3-2-4-12-23/h6-11,13,20H,2,4,12H2,1H3,(H2,27,28)/t22-/m1/s1",1,BACE_42,train
C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,True,(),0,"InChI=1S/C31H38N4O5S/c1-21(23-12-8-5-9-13-23)33-30(37)24-17-25(19-27(18-24)35(2)41(3,39)40)31(38)34-28(16-22-10-6-4-7-11-22)29(36)20-32-26-14-15-26/h4-13,17-19,21,26,28-29,32,36H,14-16,20H2,1-3H3,(H,33,37)(H,34,38)/p+1/t21-,28+,29-/m1/s1",1,BACE_43,train
CC(NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,True,(),0,"InChI=1S/C33H42N4O5S/c1-24(32(39)35-27-16-8-4-9-17-27)34-23-31(38)30(21-25-13-6-3-7-14-25)36-33(40)26-15-12-20-29(22-26)37(43(2,41)42)28-18-10-5-11-19-28/h3,5-7,10-15,18-20,22,24,27,30-31,34,38H,4,8-9,16-17,21,23H2,1-2H3,(H,35,39)(H,36,40)/p+1/t24-,30-,31+/m0/s1",1,BACE_44,train
COC(C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,True,(),0,"InChI=1S/C31H43N3O6/c1-19(37-5)28(36)34-23(12-20-7-8-26-27(13-20)39-18-38-26)25(35)17-32-24-15-31(9-6-10-31)40-29-22(24)11-21(16-33-29)14-30(2,3)4/h7-8,11,13,16,19,23-25,32,35H,6,9-10,12,14-15,17-18H2,1-5H3,(H,34,36)/p+1/t19-,23+,24+,25-/m1/s1",1,BACE_45,train
COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C35H45N3O4/c1-24(2)27-9-7-10-29(20-27)35(12-13-35)37-22-33(39)32-19-25-8-6-11-31(18-25)42-15-5-4-14-36-30-17-26(23-41-3)16-28(21-30)34(40)38-32/h6-11,16-18,20-21,24,32-33,36-37,39H,4-5,12-15,19,22-23H2,1-3H3,(H,38,40)/p+1/t32-,33+/m0/s1",1,BACE_46,train
CCCCN(C)C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c2cc(C#N)ccc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C34H37F2N5O4/c1-4-5-11-40(2)34(44)41-21-29(28-15-22(18-37)9-10-31(28)41)33(43)39-30(16-24-12-25(35)17-26(36)13-24)32(42)20-38-19-23-7-6-8-27(14-23)45-3/h6-10,12-15,17,21,30,32,38,42H,4-5,11,16,19-20H2,1-3H3,(H,39,43)/p+1/t30-,32+/m0/s1",1,BACE_48,train
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(=N)N3)c2)nc1,True,imine,1,"InChI=1S/C19H14F5N5O2/c20-9-18(6-15(19(22,23)24)31-17(26)29-18)12-5-11(2-3-13(12)21)28-16(30)14-4-1-10(7-25)8-27-14/h1-5,8,15H,6,9H2,(H2,26,29)(H,28,30)/t15-,18+/m0/s1",1,BACE_49,train
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc2c1CCCS(=O)(=O)N2C,True,(),0,"InChI=1S/C31H40N4O5S/c1-4-33-27-18-24(19-29-26(27)14-9-15-41(38,39)35(29)2)31(37)34-28(17-22-10-6-5-7-11-22)30(36)21-32-20-23-12-8-13-25(16-23)40-3/h5-8,10-13,16,18-19,28,30,32-33,36H,4,9,14-15,17,20-21H2,1-3H3,(H,34,37)/p+1/t28-,30+/m0/s1",1,BACE_50,train
CN1C(=O)[C@@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,True,(),0,"InChI=1S/C21H15F4N5O2/c1-30-18(31)20(29-19(30)26,13-2-5-15(6-3-13)32-21(23,24)25)14-4-7-17(22)16(8-14)12-9-27-11-28-10-12/h2-11H,1H3,(H2,26,29)/t20-/m1/s1",1,BACE_51,train
CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,True,(),0,"InChI=1S/C21H16F2N4O/c1-27-19(28)21(26-20(27)24,14-7-9-25-10-8-14)15-4-2-3-13(11-15)17-12-16(22)5-6-18(17)23/h2-12H,1H3,(H2,24,26)/t21-/m1/s1",1,BACE_52,train
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,True,(),0,"InChI=1S/C18H14F3N5O2/c1-17(18(20,21)9-28-16(23)26-17)12-6-11(3-4-13(12)19)25-15(27)14-5-2-10(7-22)8-24-14/h2-6,8H,9H2,1H3,(H2,23,26)(H,25,27)/t17-/m1/s1",1,BACE_54,train
CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C20H20ClN3O2/c1-19(2)11-20(17(25)24(3)18(22)23-20)15-10-13(7-8-16(15)26-19)12-5-4-6-14(21)9-12/h4-10H,11H2,1-3H3,(H2,22,23)/t20-/m1/s1",1,BACE_55,train
C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,True,(),0,"InChI=1S/C34H31N3O3/c1-34(36)20-24-9-7-8-23(16-24)14-15-31(26-10-3-2-4-11-26)37-32(38)29-18-25(22-40-33(34)39)17-28(19-29)30-13-6-5-12-27(30)21-35/h2-13,16-19,31H,14-15,20,22,36H2,1H3,(H,37,38)/p+1/t31-,34-/m1/s1",1,BACE_58,train
C[C@@H](NC(=O)c1cc(COC(=O)[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,True,(),0,"InChI=1S/C28H32FN3O5S/c1-19(22-10-12-24(29)13-11-22)31-26(33)23-14-21(15-25(16-23)32(3)38(4,35)36)18-37-27(34)28(2,30)17-20-8-6-5-7-9-20/h5-16,19H,17-18,30H2,1-4H3,(H,31,33)/p+1/t19-,28-/m1/s1",1,BACE_59,train
CC(C)c1cccc(CNC[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)C(C)C(=O)N2)c1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C29H49N3O3/c1-21(2)25-15-12-14-24(18-25)19-30-20-27(33)26-17-22(3)13-10-8-6-7-9-11-16-28(34)32(5)23(4)29(35)31-26/h12,14-15,18,21-23,26-27,30,33H,6-11,13,16-17,19-20H2,1-5H3,(H,31,35)/p+1/t22-,23+,26+,27-/m1/s1",1,BACE_60,train
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1F,True,(),0,"InChI=1S/C18H15F2N5O2/c1-18(15(20)9-27-17(22)25-18)12-6-11(3-4-13(12)19)24-16(26)14-5-2-10(7-21)8-23-14/h2-6,8,15H,9H2,1H3,(H2,22,25)(H,24,26)/t15-,18+/m0/s1",1,BACE_61,train
CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,True,(),0,"InChI=1S/C23H24N6O/c1-4-19-10-18(11-20(5-2)27-19)23(21(30)29(3)22(24)28-23)17-8-6-7-15(9-17)16-12-25-14-26-13-16/h6-14H,4-5H2,1-3H3,(H2,24,28)/t23-/m0/s1",1,BACE_62,train
CC(C)C(NC(=O)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1,True,(),0,"InChI=1S/C42H45F2N5O12S/c1-22(2)37(40(54)46-31-13-27(41(55)56)12-28(14-31)42(57)58)48-36(51)20-35(50)34(21-61-33-18-29(43)17-30(44)19-33)47-39(53)26-11-25(15-32(16-26)49(4)62(5,59)60)38(52)45-23(3)24-9-7-6-8-10-24/h6-19,22-23,34-35,37,50H,20-21H2,1-5H3,(H,45,52)(H,46,54)(H,47,53)(H,48,51)(H,55,56)(H,57,58)/p-2/t23-,34+,35+,37+/m1/s1",1,BACE_65,train
CC(C)C[C@H](NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)[C@@H](O)[C@@H]1CCCC1C(=O)NC(C)C(=O)O,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C29H50N6O10/c1-13(2)11-19(24(39)16-7-6-8-17(16)25(40)32-15(5)29(44)45)33-27(42)20(12-21(31)36)34-28(43)23(14(3)4)35-26(41)18(30)9-10-22(37)38/h13-20,23-24,39H,6-12,30H2,1-5H3,(H2,31,36)(H,32,40)(H,33,42)(H,34,43)(H,35,41)(H,37,38)(H,44,45)/p-1/t15-,16+,17+,18-,19-,20-,23-,24-/m0/s1",1,BACE_66,train
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,True,(),0,"InChI=1S/C31H35F3N4O3/c1-2-36-25-16-23(17-26(18-25)38-13-7-12-29(38)40)30(41)37-27(15-21-8-4-3-5-9-21)28(39)20-35-19-22-10-6-11-24(14-22)31(32,33)34/h3-6,8-11,14,16-18,27-28,35-36,39H,2,7,12-13,15,19-20H2,1H3,(H,37,41)/p+1/t27-,28+/m0/s1",1,BACE_67,train
COc1ccc([C@]2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,True,(),0,"InChI=1S/C23H22N4O2/c1-15-12-19(9-10-20(15)29-3)23(21(28)27(2)22(24)26-23)18-8-4-6-16(13-18)17-7-5-11-25-14-17/h4-14H,1-3H3,(H2,24,26)/t23-/m0/s1",1,BACE_68,train
