smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,True,(),0,"InChI=1S/C24H28Cl2N2O3/c25-22-5-4-21(15-23(22)26)31-20-8-10-27(11-9-20)16-17-6-12-28(13-7-17)19-3-1-2-18(14-19)24(29)30/h1-5,14-15,17,20H,6-13,16H2,(H,29,30)",2.17,CHEMBL2158823,train
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,True,(),0,"InChI=1S/C17H21NO/c1-14-8-6-7-11-16(14)19-17(12-13-18-2)15-9-4-3-5-10-15/h3-11,17-18H,12-13H2,1-2H3/t17-/m1/s1",1.2,CHEMBL641,train
O=C(CCCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,True,(),0,"InChI=1S/C19H21Cl2N3O/c20-16-4-5-18(17(21)14-16)23-10-12-24(13-11-23)19(25)3-1-2-15-6-8-22-9-7-15/h4-9,14H,1-3,10-13H2",3.93,CHEMBL1289785,train
COc1cnc(-c2ccccn2)nc1N(C)C,True,(),0,"InChI=1S/C12H14N4O/c1-16(2)12-10(17-3)8-14-11(15-12)9-6-4-5-7-13-9/h4-8H,1-3H3",1.9,CHEMBL1381135,train
c1ccc(-c2cc(NCCCCCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,True,Aliphatic long chain,1,"InChI=1S/C38H38N4/c1(3-15-25-39-37-27-35(29-17-7-5-8-18-29)41-33-23-13-11-21-31(33)37)2-4-16-26-40-38-28-36(30-19-9-6-10-20-30)42-34-24-14-12-22-32(34)38/h5-14,17-24,27-28H,1-4,15-16,25-26H2,(H,39,41)(H,40,42)",2.27,CHEMBL528217,train
CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C22H25N3O3S/c1-29-21-18(11-23-25(21)17-4-2-14(3-5-17)22(27)28)20(26)24-19-15-7-12-6-13(9-15)10-16(19)8-12/h2-5,11-13,15-16,19H,6-10H2,1H3,(H,24,26)(H,27,28)",1.2,CHEMBL2177621,train
CN=C1Nc2ncccc2C(c2ncco2)=NC1c1cccs1,True,imine,1,"InChI=1S/C16H13N5OS/c1-17-15-13(11-5-3-9-23-11)20-12(16-19-7-8-22-16)10-4-2-6-18-14(10)21-15/h2-9,13H,1H3,(H,17,18,21)",1.14,CHEMBL475386,train
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C22H24N4O3S/c1-30(27,28)22(8-9-22)19-11-20(26-12-14-5-6-15(13-26)29-14)25-21(24-19)17-3-2-4-18-16(17)7-10-23-18/h2-4,7,10-11,14-15,23H,5-6,8-9,12-13H2,1H3",2.6,CHEMBL2325699,train
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,True,(),0,"InChI=1S/C23H24F4N6O/c1-31(22(34)12-16-4-8-19(9-5-16)33-15-28-29-30-33)21-10-11-32(14-20(21)24)13-17-2-6-18(7-3-17)23(25,26)27/h2-9,15,20-21H,10-14H2,1H3/t20-,21+/m0/s1",3.3,CHEMBL2010845,train
CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,True,(),0,"InChI=1S/C22H26Cl2N2O5S/c1-32(29,30)21-5-3-2-4-18(21)22(28)25-13-15(27)14-26-10-8-16(9-11-26)31-17-6-7-19(23)20(24)12-17/h2-7,12,15-16,27H,8-11,13-14H2,1H3,(H,25,28)/t15-/m1/s1",2.34,CHEMBL2208428,train
CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C17H18N4OS/c1-21(2)12-8-9-19-17-13(12)14(18)15(23-17)16(22)20-10-11-6-4-3-5-7-11/h3-9H,10,18H2,1-2H3,(H,20,22)",3.62,CHEMBL1557436,train
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C24H24N6O2S/c1-16-3-4-17(27-23(31)21-13-33-15-26-21)11-22(16)30-14-25-20-6-5-18(12-19(20)24(30)32)29-9-7-28(2)8-10-29/h3-6,11-15H,7-10H2,1-2H3,(H,27,31)",2.06,CHEMBL2031236,train
Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C27H26ClN7O2/c1-32-15-29-11-22(32)24-23-25(31-35(24)14-18-8-9-30-21-7-6-19(28)10-20(18)21)33(12-16-2-3-16)27(37)34(26(23)36)13-17-4-5-17/h6-11,15-17H,2-5,12-14H2,1H3",4.33,CHEMBL2087849,train
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C25H27N5O2S/c1-31-20-2-3-23-22(11-20)21(17(12-26)13-29-23)6-9-30-7-4-18(5-8-30)27-14-19-10-25-24(15-28-19)32-16-33-25/h2-3,10-11,13,15,18,27H,4-9,14,16H2,1H3",2.55,CHEMBL1235773,train
O=C1Nc2ccccc2B(O)N1c1ccccc1,True,heavy metal,1,"InChI=1S/C13H11BN2O2/c17-13-15-12-9-5-4-8-11(12)14(18)16(13)10-6-2-1-3-7-10/h1-9,18H,(H,15,17)",1.4,CHEMBL168899,train
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)",-0.54,CHEMBL517,train
N#CN=C(N)c1sc(Nc2ccccc2)nc1N,True,"cyanate/aminonitrile/thiocyanate, imine, imine",3,"InChI=1S/C11H10N6S/c12-6-15-9(13)8-10(14)17-11(18-8)16-7-4-2-1-3-5-7/h1-5H,14H2,(H2,13,15)(H,16,17)",2.91,CHEMBL578288,train
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)C(=O)O)c(C)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C19H19F3O5S/c1-4-28(25,26)14-6-7-15(11(2)9-14)16-10-13(19(20,21)22)5-8-17(16)27-12(3)18(23)24/h5-10,12H,4H2,1-3H3,(H,23,24)/t12-/m1/s1",-0.4,CHEMBL1778648,train
N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,True,(),0,"InChI=1S/C16H9F4NO3/c17-13-3-1-9(7-21)5-11(13)12-6-10(16(18,19)20)2-4-14(12)24-8-15(22)23/h1-6H,8H2,(H,22,23)",-0.16,CHEMBL1778635,train
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H27N5O4/c1-13-17-11-18(14-3-8-19(30-2)24-12-14)21(29)27(20(17)26-22(23)25-13)15-4-6-16(7-5-15)31-10-9-28/h3,8,11-12,15-16,28H,4-7,9-10H2,1-2H3,(H2,23,25,26)/t15-,16-",2.2,CHEMBL1234354,train
CC(Nc1ncnc2ccccc12)c1ccccc1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C16H15N3/c1-12(13-7-3-2-4-8-13)19-16-14-9-5-6-10-15(14)17-11-18-16/h2-12H,1H3,(H,17,18,19)",3.4,CHEMBL1550278,train
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,True,Polycyclic aromatic hydrocarbon,1,"InChI=1S/C16H14N2O4/c1-7(2)8-3-4-12-9(5-8)13(19)10-6-11(16(20)21)14(17)18-15(10)22-12/h3-7H,1-2H3,(H2,17,18)(H,20,21)",1.1,CHEMBL1096,train
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1,True,Aliphatic long chain,1,"InChI=1S/C26H30N2O5S/c29-22-10-9-21(25-24(22)28-26(31)34-25)23(30)17-27-12-4-13-32-15-16-33-14-11-19-7-3-6-18-5-1-2-8-20(18)19/h1-3,5-10,23,27,29-30H,4,11-17H2,(H,28,31)/t23-/m0/s1",2.28,CHEMBL1807822,train
COc1ccccc1Cn1c(C)nc2ccccc21,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C16H16N2O/c1-12-17-14-8-4-5-9-15(14)18(12)11-13-7-3-6-10-16(13)19-2/h3-10H,11H2,1-2H3",3.47,CHEMBL1310086,train
O=C(O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc3ccccc3F)c2)nc1,True,(),0,"InChI=1S/C27H20F2N2O5/c28-23-7-3-1-5-18(23)15-35-21-11-20(26(32)31-25-10-9-17(14-30-25)27(33)34)12-22(13-21)36-16-19-6-2-4-8-24(19)29/h1-14H,15-16H2,(H,33,34)(H,30,31,32)",3.0,CHEMBL373364,train
NC(Cc1c[nH]c2ccccc12)C(=O)O,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",-1.17,CHEMBL484901,train
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H21FN2O3/c23-15-8-9-18-14(10-15)12-20(24-18)22(28)25-19-11-13-4-1-2-5-16(13)17(19)6-3-7-21(26)27/h1-2,4-5,8-10,12,17,19,24H,3,6-7,11H2,(H,25,28)(H,26,27)/t17-,19-/m1/s1",1.95,CHEMBL1233652,train
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,True,(),0,"InChI=1S/C23H34N4O3S/c1-15-11-13-19(14-12-15)31(29,30)26-21-20(22(28)24-17(3)23(4,5)6)16(2)25-27(21)18-9-7-8-10-18/h11-14,17-18,26H,7-10H2,1-6H3,(H,24,28)/t17-/m0/s1",2.0,CHEMBL1934414,train
c1ccc(Nc2cc(Nc3ccccc3)[nH]n2)cc1,True,(),0,"InChI=1S/C15H14N4/c1-3-7-12(8-4-1)16-14-11-15(19-18-14)17-13-9-5-2-6-10-13/h1-11H,(H3,16,17,18,19)",3.8,CHEMBL1415894,train
COCCNC(=O)c1cccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)c1,True,Aliphatic long chain,1,"InChI=1S/C23H21N5O2/c1-30-12-11-25-22(29)18-3-2-4-20(14-18)27-23-26-15-19-13-17(5-6-21(19)28-23)16-7-9-24-10-8-16/h2-10,13-15H,11-12H2,1H3,(H,25,29)(H,26,27,28)",3.21,CHEMBL2335875,train
CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c1ccc(C)cc1,True,(),0,"InChI=1S/C17H24N4O3S/c1-5-13(6-2)19-17(22)15-11-18-21(4)16(15)20-25(23,24)14-9-7-12(3)8-10-14/h7-11,13,20H,5-6H2,1-4H3,(H,19,22)",0.36,CHEMBL1916269,train
NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C21H23FN2O2/c22-16-8-15(21(23)25)9-19(10-16)26-20-11-17-6-7-18(12-20)24(17)13-14-4-2-1-3-5-14/h1-5,8-10,17-18,20H,6-7,11-13H2,(H2,23,25)/t17-,18+,20+",2.14,CHEMBL1224139,train
N#Cc1c(-c2ccccc2)[nH]c(SCCc2ccccc2)nc1=O,True,(),0,"InChI=1S/C19H15N3OS/c20-13-16-17(15-9-5-2-6-10-15)21-19(22-18(16)23)24-12-11-14-7-3-1-4-8-14/h1-10H,11-12H2,(H,21,22,23)",1.71,CHEMBL1082812,train
Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,True,(),0,"InChI=1S/C14H14BrNO3S2/c1-10-4-2-3-5-11(10)16-13(17)8-9-21(18,19)14-7-6-12(15)20-14/h2-7H,8-9H2,1H3,(H,16,17)",2.7,CHEMBL1412343,train
Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,True,(),0,"InChI=1S/C20H23FN6O/c1-12(2)27-13(3)22-11-17(27)18-16(21)10-23-20(25-18)24-15-8-6-14(7-9-15)19(28)26(4)5/h6-12H,1-5H3,(H,23,24,25)",2.77,CHEMBL453862,train
COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,True,(),0,"InChI=1S/C16H14N2O/c1-19-14-9-5-8-13(10-14)15-11-17-16(18-15)12-6-3-2-4-7-12/h2-11H,1H3,(H,17,18)",3.8,CHEMBL296572,train
O=C(COc1ccccc1)c1ccccc1,True,(),0,"InChI=1S/C14H12O2/c15-14(12-7-3-1-4-8-12)11-16-13-9-5-2-6-10-13/h1-10H,11H2",2.87,CHEMBL239513,train
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H23F2N5O2/c1-28(2)7-6-25-18-9-13-17(10-19(18)30-3)26-11-14(21(24)29)20(13)27-16-5-4-12(22)8-15(16)23/h4-5,8-11,25H,6-7H2,1-3H3,(H2,24,29)(H,26,27)",1.91,CHEMBL479445,train
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(=N)N1,True,imine,1,"InChI=1S/C22H31N3O2/c1-14(2)13-27-18-6-5-16-12-21(9-7-17(26-4)8-10-21)22(19(16)11-18)24-15(3)20(23)25-22/h5-6,11,14,17H,7-10,12-13H2,1-4H3,(H2,23,25)/t17-,21-,22?",3.4,CHEMBL2152917,train
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,True,Aliphatic long chain,1,"InChI=1S/C22H24ClFN4O2/c1-29-20-13-19-16(12-21(20)30-10-4-9-28-7-2-3-8-28)22(26-14-25-19)27-15-5-6-18(24)17(23)11-15/h5-6,11-14H,2-4,7-10H2,1H3,(H,25,26,27)",3.13,CHEMBL299672,train
O=C1CCOc2cc(COc3ccccc3)ccc21,True,(),0,"InChI=1S/C16H14O3/c17-15-8-9-18-16-10-12(6-7-14(15)16)11-19-13-4-2-1-3-5-13/h1-7,10H,8-9,11H2",3.0,CHEMBL1682820,train
Clc1cccc2c[nH]nc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C7H5ClN2/c8-6-3-1-2-5-4-9-10-7(5)6/h1-4H,(H,9,10)",2.33,CHEMBL247367,train
COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,True,Aliphatic long chain,1,"InChI=1S/C21H27N3O4S/c1-28-11-10-23-12-15-4-2-14(3-5-15)8-9-22-13-18(26)16-6-7-17(25)19-20(16)29-21(27)24-19/h2-7,18,22-23,25-26H,8-13H2,1H3,(H,24,27)/t18-/m0/s1",-0.54,CHEMBL1945293,train
C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,True,triple bond,1,"InChI=1S/C26H22ClN7O2/c1-3-10-32-25(35)22-23(21-12-28-15-31(21)2)34(30-24(22)33(26(32)36)13-16-4-5-16)14-17-8-9-29-20-7-6-18(27)11-19(17)20/h1,6-9,11-12,15-16H,4-5,10,13-14H2,2H3",3.16,CHEMBL1652588,train
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C25H34ClN3O2/c26-23-2-1-16(12-29-13-20-10-27-11-21(14-29)31-20)6-22(23)24(30)28-15-25-7-17-3-18(8-25)5-19(4-17)9-25/h1-2,6,17-21,27H,3-5,7-15H2,(H,28,30)",1.55,CHEMBL235392,train
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,True,aniline,1,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",0.2,CHEMBL62193,train
Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c(C)cn1,True,"aldehyde, hydroxamic acid, Oxygen-nitrogen single bond",3,"InChI=1S/C21H33N3O5S/c1-17-14-22-18(2)13-20(17)4-3-19-5-9-23(10-6-19)30(27,28)15-21(24(26)16-25)7-11-29-12-8-21/h13-14,16,19,26H,3-12,15H2,1-2H3",1.43,CHEMBL1784338,train
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCCO,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C23H23N7O2/c1-14(32)26-17-5-6-21-18(9-17)19(13-29(21)7-2-8-31)20-10-22(27-16-3-4-16)30-23(28-20)15(11-24)12-25-30/h5-6,9-10,12-13,16,27,31H,2-4,7-8H2,1H3,(H,26,32)",2.48,CHEMBL2062583,train
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",-0.45,CHEMBL4,train
CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,True,"((2, 'InChI: Ambiguous stereo'),)",0,"InChI=1S/C23H32N4O3/c1-22(2-3-22)19-17(13-24-21(26-19)27-4-6-30-7-5-27)20(28)25-18-15-8-14-9-16(18)12-23(29,10-14)11-15/h13-16,18,29H,2-12H2,1H3,(H,25,28)/t14?,15?,16?,18-,23-",2.0,CHEMBL2158534,train
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1,True,(),0,"InChI=1S/C17H16N2O5S2/c1-10-4-5-11(16(20)24-3)8-14(10)18-26(22,23)12-6-7-15-13(9-12)17(21)25-19(15)2/h4-9,18H,1-3H3",2.6,CHEMBL492234,train
CNCCCC12CCC(c3ccccc31)c1ccccc12,True,Aliphatic long chain,1,"InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3",0.89,CHEMBL21731,train
O=c1cc(-c2ccccc2)[nH]c2ccnn12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H9N3O/c16-12-8-10(9-4-2-1-3-5-9)14-11-6-7-13-15(11)12/h1-8,16H",1.3,CHEMBL346528,train
O=CN1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,True,aldehyde,1,"InChI=1S/C19H17F2N3O5/c20-15-7-13(8-16(21)18(15)12-1-4-23(11-25)5-2-12)24-9-14(29-19(24)26)10-27-17-3-6-28-22-17/h1,3,6-8,11,14H,2,4-5,9-10H2/t14-/m1/s1",2.01,CHEMBL133501,train
C#CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,True,triple bond,1,"InChI=1S/C27H24ClN7O2/c1-4-16(2)35-26(36)23-24(22-12-29-15-32(22)3)34(31-25(23)33(27(35)37)13-17-5-6-17)14-18-9-10-30-21-8-7-19(28)11-20(18)21/h1,7-12,15-17H,5-6,13-14H2,2-3H3",3.59,CHEMBL2087854,train
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,True,(),0,"InChI=1S/C22H25ClN2O4/c1-16-13-24(9-10-25(16)21(26)11-17-5-3-2-4-6-17)14-18-12-19(23)7-8-20(18)29-15-22(27)28/h2-8,12,16H,9-11,13-15H2,1H3,(H,27,28)/t16-/m0/s1",0.18,CHEMBL1689126,train
COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C15H16N4O/c1-10-5-7-17-15-14(10)18-13(19-15)4-3-11-9-12(20-2)6-8-16-11/h5-9H,3-4H2,1-2H3,(H,17,18,19)",2.1,CHEMBL1800528,train
Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,True,Aliphatic long chain,1,"InChI=1S/C16H16Cl2N2O3/c1-10-7-12(23-20-10)3-2-5-21-15-13(17)8-11(9-14(15)18)16-19-4-6-22-16/h7-9H,2-6H2,1H3",3.72,CHEMBL143305,train
