smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
Clc1ccc(Cl)c(Cl)c1,True,halogenated ring,1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,-1.12,30,train
CCCC(=O)OC,True,(),0,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",-2.83,31,train
O=Cc1ccccc1O,True,aldehyde,1,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",-4.68,32,train
C1CNC1,True,(),0,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",-5.56,33,train
CCCNCCC,True,Aliphatic long chain,1,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",-3.65,34,train
FC(F)(F)F,True,(),0,"InChI=1S/CF4/c2-1(3,4)5",3.12,35,train
CC[C@@H](C)CO,True,(),0,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",-4.42,36,train
Oc1ccccc1I,True,iodine,1,"InChI=1S/C6H5IO/c7-5-3-1-2-4-6(5)8/h1-4,8H",-6.2,37,train
COc1cccc(OC)c1O,True,(),0,"InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3",-6.96,38,train
Cc1ccccn1,True,(),0,"InChI=1S/C6H7N/c1-6-4-2-3-5-7-6/h2-5H,1H3",-4.63,39,train
CCNc1nc(Cl)nc(NCC)n1,True,(),0,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-10.22,40,train
Clc1cc2c(cc1Cl)Oc1ccccc1O2,True,(),0,InChI=1S/C12H6Cl2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H,-3.56,41,train
FC(F)(F)c1ccccc1C(F)(F)F,True,(),0,"InChI=1S/C8H4F6/c9-7(10,11)5-3-1-2-4-6(5)8(12,13)14/h1-4H",1.07,42,train
CCCCCc1ccccc1,True,Aliphatic long chain,1,"InChI=1S/C11H16/c1-2-3-5-8-11-9-6-4-7-10-11/h4,6-7,9-10H,2-3,5,8H2,1H3",-0.23,43,train
Nc1cnn(-c2ccccc2)c(=O)c1Cl,True,(),0,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2",-16.43,44,train
C=CC=C,True,polyene,1,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",0.56,45,train
CN(C)C,True,(),0,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,-3.2,46,train
O=C1c2ccccc2C(=O)c2c(NCCO)cccc21,True,(),0,"InChI=1S/C16H13NO3/c18-9-8-17-13-7-3-6-12-14(13)16(20)11-5-2-1-4-10(11)15(12)19/h1-7,17-18H,8-9H2",-14.21,47,train
CCCCCCC(C)=O,True,Aliphatic long chain,1,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",-2.88,48,train
CN1CCNCC1,True,(),0,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",-7.77,49,train
CCN,True,(),0,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",-4.5,50,train
COc1cccc(O)c1,True,(),0,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3",-7.66,51,train
c1cc2c3c(cccc3c1)CC2,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",-3.15,52,train
O=c1[nH]cc(Br)c(=O)[nH]1,True,(),0,"InChI=1S/C4H3BrN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-18.17,53,train
CCCC,True,(),0,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",2.1,54,train
CCl,True,alkyl halide,1,InChI=1S/CH3Cl/c1-2/h1H3,-0.55,55,train
CCCCCCC,True,Aliphatic long chain,1,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",2.67,56,train
c1c[nH]cn1,True,(),0,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",-9.63,57,train
C[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,InChI=1S/CH3NO2/c1-2(3)4/h1H3,-4.02,58,train
CCOC,True,(),0,"InChI=1S/C3H8O/c1-3-4-2/h3H2,1-2H3",-2.1,59,train
COC(CCl)(OC)OC,True,"alkyl halide, het-C-het not in ring",2,"InChI=1S/C5H11ClO3/c1-7-5(4-6,8-2)9-3/h4H2,1-3H3",-4.59,60,train
CC(C)C,True,(),0,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",2.3,61,train
CC(C)CC(=O)O,True,(),0,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",-6.09,62,train
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,True,"acyclic C=C-O, phosphor",2,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8+",-7.07,63,train
CCCCl,True,alkyl halide,1,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",-0.33,64,train
CCC[C@@H](O)CC,True,(),0,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3/t6-/m0/s1",-4.06,65,train
CC#N,True,(),0,InChI=1S/C2H3N/c1-2-3/h1H3,-3.88,66,train
CN(CC(F)(F)F)c1ccccc1,True,(),0,"InChI=1S/C9H10F3N/c1-13(7-9(10,11)12)8-5-3-2-4-6-8/h2-6H,7H2,1H3",-1.92,67,train
FC(F)O[C@H](Cl)C(F)(F)F,True,alkyl halide,1,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m0/s1",0.1,68,train
C=CCCC=C,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",1.01,69,train
Cc1cccc(C)c1,True,(),0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",-0.83,70,train
CCCS,True,thiol,1,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3",-1.1,71,train
CCCCCC(C)=O,True,Aliphatic long chain,1,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",-3.04,72,train
CNC(=O)Oc1cccc2c1OC(C)(C)C2,True,(),0,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",-9.61,73,train
BrCc1ccccc1,True,alkyl halide,1,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",-2.38,74,train
CCCOC,True,(),0,"InChI=1S/C4H10O/c1-3-4-5-2/h3-4H2,1-2H3",-1.66,75,train
CN1CCOCC1,True,(),0,"InChI=1S/C5H11NO/c1-6-2-4-7-5-3-6/h2-5H2,1H3",-6.32,76,train
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,True,halogenated ring,1,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,-4.38,77,train
CCCc1ccccc1,True,(),0,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",-0.53,78,train
CNC,True,(),0,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",-4.29,79,train
FC(F)=C(F)C(F)(F)F,True,(),0,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9",2.93,80,train
Oc1ccc(Cl)cc1,True,(),0,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",-7.03,81,train
C1CCNCC1,True,(),0,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",-5.11,82,train
c1ccc2c(c1)ccc1ccccc12,True,Polycyclic aromatic hydrocarbon,1,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,-3.88,83,train
CI,True,"alkyl halide, iodine",2,InChI=1S/CH3I/c1-2/h1H3,-0.89,84,train
COc1c(Cl)cc(Cl)c(OC)c1O,True,(),0,"InChI=1S/C8H8Cl2O3/c1-12-7-4(9)3-5(10)8(13-2)6(7)11/h3,11H,1-2H3",-6.44,85,train
Cl/C=C/Cl,True,(),0,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,-0.78,86,train
CCCCC,True,(),0,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",2.3,87,train
CC[C@H](C)O[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m0/s1",-1.82,88,train
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C12H6Cl4/c13-9-6-8(7-4-2-1-3-5-7)10(14)12(16)11(9)15/h1-6H,-3.48,89,train
CC(C)C[C@@H](C)O,True,(),0,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3/t6-/m1/s1",-3.73,90,train
C1CCOCC1,True,(),0,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,-3.12,91,train
C1CC1,True,(),0,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0.75,92,train
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,-3.17,93,train
C=C(Cl)Cl,True,(),0,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,0.25,94,train
CC(C)CO,True,(),0,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",-4.5,95,train
CCCOC(=O)CC,True,(),0,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",-2.44,96,train
CCc1ccccc1O,True,(),0,"InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3",-5.66,97,train
CC(C)(C)Cl,True,alkyl halide,1,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",1.09,98,train
C=CC(=C)C,True,polyene,1,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",0.68,99,train
Cc1ccc(C(C)C)cc1,True,(),0,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",-0.68,100,train
Cn1ccnc1,True,(),0,"InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3",-8.41,101,train
OCCO,True,(),0,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",-9.3,102,train
O=c1cc(Cl)[nH]c(=O)[nH]1,True,(),0,"InChI=1S/C4H3ClN2O2/c5-2-1-3(8)7-4(9)6-2/h1H,(H2,6,7,8,9)",-15.83,103,train
Clc1ccc2c(c1)Oc1ccccc1O2,True,(),0,InChI=1S/C12H7ClO2/c13-8-5-6-11-12(7-8)15-10-4-2-1-3-9(10)14-11/h1-7H,-3.1,104,train
CCCCCC(=O)O,True,Aliphatic long chain,1,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",-6.21,105,train
Cc1ccnc(C)c1,True,(),0,"InChI=1S/C7H9N/c1-6-3-4-8-7(2)5-6/h3-5H,1-2H3",-4.86,106,train
C1=CCCCC1,True,isolated alkene,1,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",0.14,107,train
CN1CCN(C)CC1,True,(),0,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",-7.58,108,train
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,-3.04,109,train
COC(=O)CCl,True,alkyl halide,1,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",-4.0,110,train
CCc1ccccc1,True,(),0,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",-0.79,111,train
CCN(CC)CC,True,(),0,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",-3.22,112,train
Cc1ccncc1C,True,(),0,"InChI=1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3",-5.22,113,train
O=c1[nH]c(=O)[nH]c(=O)[nH]1,True,(),0,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)",-18.06,114,train
O=Cc1ccccc1,True,aldehyde,1,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,-4.02,115,train
CC(=O)c1ccc(C)cc1,True,(),0,"InChI=1S/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",-4.7,116,train
CC(=O)N1CCCC1,True,(),0,"InChI=1S/C6H11NO/c1-6(8)7-4-2-3-5-7/h2-5H2,1H3",-9.8,117,train
CCCCc1ccccc1,True,(),0,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",-0.4,118,train
COC(C)C,True,(),0,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3",-2.01,119,train
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,True,"halogenated ring, halogenated ring",2,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,-4.53,120,train
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,-2.98,121,train
ClCC(Cl)Cl,True,alkyl halide,1,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",-1.99,122,train
CNc1ccccc1,True,(),0,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",-4.69,123,train
c1ccccc1,True,(),0,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,-0.9,124,train
Clc1cccc(Cl)c1Cl,True,halogenated ring,1,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,-1.24,125,train
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,True,"het-C-het not in ring, phosphor",2,"InChI=1S/C11H16ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8H,3-4,9H2,1-2H3",-6.5,126,train
C=CCCCC,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",1.58,127,train
S,True,(),0,InChI=1S/H2S/h1H2,-0.7,128,train
CCOCC,True,(),0,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",-1.59,129,train
CCNc1nc(NC(C)C)nc(SC)n1,True,(),0,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",-7.65,130,train
CCCCOC(=O)c1ccc(O)cc1,True,Aliphatic long chain,1,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",-8.72,131,train
CCCCCCOC(C)=O,True,Aliphatic long chain,1,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",-2.26,132,train
O=C1CCCC1,True,(),0,InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2,-4.7,133,train
CCCCC(=O)O,True,(),0,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",-6.16,134,train
CCBr,True,alkyl halide,1,"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",-0.74,135,train
Cc1ccc2cc(C)ccc2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H12/c1-9-3-5-12-8-10(2)4-6-11(12)7-9/h3-8H,1-2H3",-2.63,136,train
Clc1ccccc1-c1ccccc1,True,(),0,InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,-2.69,137,train
CC1=CCCCC1,True,isolated alkene,1,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",0.67,138,train
CCCCCCO[N+](=O)[O-],True,"Aliphatic long chain, nitro group, Oxygen-nitrogen single bond",3,"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",-1.66,139,train
CCc1ccc(O)cc1,True,(),0,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",-6.13,140,train
CCCOCCO,True,Aliphatic long chain,1,"InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",-6.4,141,train
O=COc1ccccc1,True,aldehyde,1,InChI=1S/C7H6O2/c8-6-9-7-4-2-1-3-5-7/h1-6H,-3.82,142,train
COC(OC)(OC)C(F)(F)F,True,het-C-het not in ring,1,"InChI=1S/C5H9F3O3/c1-9-5(10-2,11-3)4(6,7)8/h1-3H3",-0.8,143,train
O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,True,(),0,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1",-20.52,144,train
FC(F)(F)Br,True,alkyl halide,1,"InChI=1S/CBrF3/c2-1(3,4)5",1.79,145,train
CCCCO,True,(),0,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",-4.72,146,train
CCOC(C)=O,True,(),0,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-2.94,147,train
COC(C)(C)C,True,(),0,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",-2.21,148,train
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@@H]3[C@@]1(Cl)C2(Cl)Cl,True,"alkyl halide, isolated alkene",2,"InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H/t3-,4-,5-,8-,9+/m0/s1",-2.55,149,train
COC(=O)C(F)(F)F,True,(),0,"InChI=1S/C3H3F3O2/c1-8-2(7)3(4,5)6/h1H3",-1.1,150,train
c1ccc2ccccc2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-2.4,151,train
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,-4.4,152,train
CC(=O)C(C)(C)C,True,(),0,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3",-3.11,153,train
COS(C)(=O)=O,True,Sulfonic acid,1,"InChI=1S/C2H6O3S/c1-5-6(2,3)4/h1-2H3",-4.87,154,train
CCc1ccncc1,True,(),0,"InChI=1S/C7H9N/c1-2-7-3-5-8-6-4-7/h3-6H,2H2,1H3",-4.73,155,train
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,True,(),0,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,-3.67,156,train
CC1CCCC1,True,(),0,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",1.59,157,train
C[C@H]1CCCO1,True,(),0,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3/t5-/m0/s1",-3.3,158,train
CNC(=O)Oc1cccc2ccccc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",-9.45,159,train
O=Cc1cccc(O)c1,True,aldehyde,1,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",-9.52,160,train
c1ccc2cc3ccccc3cc2c1,True,Polycyclic aromatic hydrocarbon,1,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,-3.95,161,train
ClCCl,True,alkyl halide,1,InChI=1S/CH2Cl2/c2-1-3/h1H2,-1.31,162,train
COC(=O)C(C)(C)C,True,(),0,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3",-2.4,163,train
O=[N+]([O-])C(Cl)(Cl)Cl,True,"alkyl halide, N-C-halo, nitro group, Oxygen-nitrogen single bond",4,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7",-1.45,164,train
Cc1cccc(O)c1,True,(),0,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",-5.49,165,train
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,True,"aniline, hydroquinone",2,"InChI=1S/C14H9NO3/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,16H,15H2",-9.53,166,train
Cc1ccc(N)cc1,True,aniline,1,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",-5.57,167,train
CCCCCCI,True,"Aliphatic long chain, alkyl halide, iodine",3,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3",0.08,168,train
FC(F)(Cl)C(F)(Cl)Cl,True,alkyl halide,1,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",1.77,169,train
COP(=O)(OC)OC,True,phosphor,1,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",-8.7,170,train
