figure_id,dataset_quality,selection_rank,dataset,task,label_name,selection_rule,frac_nonclean,frac_audit_clean,source_config,source_cliffs,source_records,kind,split_A,id_A,smiles_A,activity_A,split_B,id_B,smiles_B,activity_B,activity_delta,activity_delta_abs,tanimoto,scaffold_tanimoto,levenshtein_sim,max_similarity,valid_A,comment_A,n_reos_warnings_A,inchi_A,valid_B,comment_B,n_reos_warnings_B,inchi_B
C11,best,11,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,704,NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1.0,train,741,NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0.0,1.0,1.0,0.7878787878787878,0.8222222222222222,0.9322709163346614,0.9322709163346614,True,(),0.0,"InChI=1S/C22H43N5O13/c23-2-1-8(29)20(36)27-7-3-6(25)18(39-22-16(34)15(33)13(31)9(4-24)37-22)17(35)19(7)40-21-14(32)11(26)12(30)10(5-28)38-21/h6-19,21-22,28-35H,1-5,23-26H2,(H,27,36)/t6-,7+,8-,9+,10+,11-,12+,13+,14+,15-,16+,17-,18+,19-,21+,22+/m0/s1",True,(),0.0,"InChI=1S/C22H44N6O10/c23-4-3-12(30)20(34)28-11-5-10(26)18(37-21-9(25)2-1-8(6-24)35-21)17(33)19(11)38-22-16(32)14(27)15(31)13(7-29)36-22/h8-19,21-22,29-33H,1-7,23-27H2,(H,28,34)/t8-,9+,10-,11+,12-,13+,14-,15+,16+,17-,18+,19-,21+,22+/m0/s1"
C12,best,12,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,211,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.0,train,1381,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.0,-1.0,1.0,0.7872340425531915,0.7631578947368421,0.9512195121951219,0.9512195121951219,True,"((2, 'InChI: Omitted undefined stereo'),)",0.0,"InChI=1S/C18H15Cl3N2O/c19-14-3-1-13(2-4-14)11-24-18(10-23-8-7-22-12-23)16-6-5-15(20)9-17(16)21/h1-9,12,18H,10-11H2",False,"((2, 'InChI: Omitted undefined stereo'),)",0.0,"InChI=1S/C18H14Cl4N2O/c19-13-2-1-12(16(21)7-13)10-25-18(9-24-6-5-23-11-24)15-4-3-14(20)8-17(15)22/h1-8,11,18H,9-10H2"
C13,best,13,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,494,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,1.0,train,516,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0.0,1.0,1.0,0.7818181818181819,0.7906976744186046,0.9298245614035088,0.9298245614035088,True,(),0.0,"InChI=1S/C19H25Cl2N3O2/c1-14(25)23-8-9-24(16(13-23)12-22-6-2-3-7-22)19(26)11-15-4-5-17(20)18(21)10-15/h4-5,10,16H,2-3,6-9,11-13H2,1H3/t16-/m0/s1",True,(),0.0,"InChI=1S/C19H25Cl2N3O3/c1-13(25)23-6-7-24(15(11-23)10-22-5-4-16(26)12-22)19(27)9-14-2-3-17(20)18(21)8-14/h2-3,8,15-16,26H,4-7,9-12H2,1H3/t15-,16+/m0/s1"
C14,best,14,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,601,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CCCC1,1.0,train,603,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CC[C@@H](O)C1,0.0,1.0,1.0,0.7796610169491526,0.8222222222222222,0.9215686274509804,0.9215686274509804,True,(),0.0,"InChI=1S/C19H22Cl2N4O/c20-15-4-3-14(11-16(15)21)12-18(26)25-10-9-24-8-5-22-19(24)17(25)13-23-6-1-2-7-23/h3-5,8,11,17H,1-2,6-7,9-10,12-13H2/t17-/m1/s1",True,(),0.0,"InChI=1S/C19H22Cl2N4O2/c20-15-2-1-13(9-16(15)21)10-18(27)25-8-7-24-6-4-22-19(24)17(25)12-23-5-3-14(26)11-23/h1-2,4,6,9,14,17,26H,3,5,7-8,10-12H2/t14-,17-/m1/s1"
C15,best,15,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,78,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.0,train,798,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0.0,1.0,1.0,0.7792207792207793,0.7924528301886793,0.9147286821705426,0.9147286821705426,True,"imine, Oxygen-nitrogen single bond",2.0,"InChI=1S/C16H16N4O8S/c1-26-19-9(8-3-2-4-27-8)12(21)18-10-13(22)20-11(15(23)24)7(5-28-16(17)25)6-29-14(10)20/h2-4,10,14H,5-6H2,1H3,(H2,17,25)(H,18,21)(H,23,24)/b19-9-/t10-,14-/m1/s1",True,"het-C-het not in ring, imine, Oxygen-nitrogen single bond",3.0,"InChI=1S/C20H22N4O10S/c1-9(25)33-10(2)34-19(28)15-11(7-32-20(21)29)8-35-18-14(17(27)24(15)18)22-16(26)13(23-30-3)12-5-4-6-31-12/h4-6,10,14,18H,7-8H2,1-3H3,(H2,21,29)(H,22,26)/b23-13-/t10?,14-,18-/m1/s1"
C16,best,16,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,130,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,train,1027,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.0,-1.0,1.0,0.7741935483870968,1.0,0.9826589595375722,1.0,True,isolated alkene,1.0,"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1",True,"alkyl halide, isolated alkene",2.0,"InChI=1S/C22H29ClO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1"
C17,best,17,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,130,C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,train,2019,CSC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.0,-1.0,1.0,0.7741935483870968,1.0,0.5857142857142856,1.0,True,isolated alkene,1.0,"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1",True,"isolated alkene, thioester",2.0,"InChI=1S/C22H29FO4S/c1-12-9-16-15-6-5-13-10-14(24)7-8-19(13,2)21(15,23)17(25)11-20(16,3)22(12,27)18(26)28-4/h7-8,10,12,15-17,25,27H,5-6,9,11H2,1-4H3"
C18,best,18,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,131,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,0.0,train,346,CC1(C)S[C@@H]2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.0,-1.0,1.0,0.7735849056603774,0.975,0.9724770642201834,0.975,True,beta-keto/anhydride,1.0,"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1",True,beta-keto/anhydride,1.0,"InChI=1S/C15H16N2O6S2.2Na/c1-15(2)9(14(22)23)17-11(19)8(12(17)25-15)16-10(18)7(13(20)21)6-3-4-24-5-6;;/h3-5,7-9,12H,1-2H3,(H,16,18)(H,20,21)(H,22,23);;/q;2*+1/p-2/t7-,8-,9+,12-;;/m1../s1"
C19,best,19,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,cross_tv_test,valid,775,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0.0,test,88,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,1.0,-1.0,1.0,0.7647058823529411,0.8214285714285714,0.9,0.9,True,"imine, Oxygen-nitrogen single bond",2.0,"InChI=1S/C16H17N9O5S3/c1-24-16(20-22-23-24)33-4-6-3-31-13-9(12(27)25(13)10(6)14(28)29)19-11(26)8(21-30-2)7-5-32-15(17)18-7/h5,9,13H,3-4H2,1-2H3,(H2,17,18)(H,19,26)(H,28,29)/b21-8-/t9-,13-/m1/s1",True,"diketo group, imine, Oxygen-nitrogen single bond",3.0,"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/b24-8-/t9-,15-/m1/s1"
C20,best,20,moleculenet/MoleculeNet-BBBP,classification,p_np,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.0292682926829268,0.9707317073170731,configs/moleculenet/bbbp.yaml,runs/moleculenet/MoleculeNet-BBBP/cliffs.jsonl,runs/moleculenet/MoleculeNet-BBBP/records.csv,intra_tv,train,466,CCCCn1ccc(=O)c(O)c1C,1.0,train,469,Cc1c(O)c(=O)ccn1CCCO,0.0,1.0,1.0,0.7575757575757576,1.0,0.65,1.0,True,(),0.0,"InChI=1S/C10H15NO2/c1-3-4-6-11-7-5-9(12)10(13)8(11)2/h5,7,13H,3-4,6H2,1-2H3",True,(),0.0,"InChI=1S/C9H13NO3/c1-7-9(13)8(12)3-5-10(7)4-2-6-11/h3,5,11,13H,2,4,6H2,1H3"
D01,worst,1,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,cross_tv_test,train,2373,CCCCCCCCC(=O)O,-8.7655314659,test,268,CCCCCC(=O)O,-1.0522193787,-7.7133120872,7.7133120872,0.9411764705882353,0.9333333333333333,0.88,0.9411764705882353,True,Aliphatic long chain,1.0,"InChI=1S/C9H18O2.2C8H16O2.C5H12O4/c1-2-3-4-5-6-7-8-9(10)11;1-3-5-6-7(4-2)8(9)10;1-2-3-4-5-6-7-8(9)10;6-1-5(2-7,3-8)4-9/h2-8H2,1H3,(H,10,11);7H,3-6H2,1-2H3,(H,9,10);2-7H2,1H3,(H,9,10);6-9H,1-4H2",True,Aliphatic long chain,1.0,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
D02,worst,2,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,2861,CCCCCCC(=O)O,-1.6646,-10.3343378619,10.3343378619,0.7391304347826086,1.0,0.631578947368421,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"
D03,worst,3,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,6093,CCCCCCCC(=O)O,-2.3,-9.6989378619,9.6989378619,0.7391304347826086,1.0,0.6666666666666667,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
D04,worst,4,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,1964,CCCCCCCCC(=O)O,-2.412949573,-9.5859882889,9.5859882889,0.7391304347826086,1.0,0.7,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/2C9H18O2.Ca/c2*1-2-3-4-5-6-7-8-9(10)11;/h2*2-8H2,1H3,(H,10,11);/q;;+2/p-2"
D05,worst,5,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,cross_tv_test,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,test,1648,CCCCCCCCC(=O)O,-2.7221977641,-9.2767400978,9.2767400978,0.7391304347826086,1.0,0.7,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)"
D06,worst,6,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,cross_tv_test,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,test,1963,CCCCCCCC(=O)O,-3.2000007811,-8.7989370808,8.7989370808,0.7391304347826086,1.0,0.6666666666666667,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C8H16O2.C3H8O3/c1-2-3-4-5-6-7-8(9)10;4-1-3(6)2-5/h2-7H2,1H3,(H,9,10);3-6H,1-2H2"
D07,worst,7,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,214,CCCCCCCCCC(=O)O,-3.4452161366000005,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,8.553721725299999,8.553721725299999,0.7391304347826086,1.0,0.7317073170731707,1.0,True,Aliphatic long chain,1.0,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;"
D08,worst,8,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,4648,CCCCCCCCCCC(=O)O,-3.5525,-8.4464378619,8.4464378619,0.7391304347826086,1.0,0.7619047619047619,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)"
D09,worst,9,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,2340,CCCCCCCCCCCCCCCCCCC(=O)O,-3.775990335,-8.2229475269,8.2229475269,0.7391304347826086,1.0,0.92,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2,1H3,(H,20,21)"
D10,worst,10,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,cross_tv_test,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,test,672,CCCCCCCCCCCCC(=O)O,-3.8126,-8.1863378619,8.1863378619,0.7391304347826086,1.0,0.8181818181818181,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)"
D11,worst,11,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,train,5467,CCCCCCCCCCCCCCC(=O)O,-4.31,-7.6889378619,7.6889378619,0.7391304347826086,1.0,0.8695652173913043,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)"
D12,worst,12,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,335,CCCCCCCCCCCC(=O)O,-4.6195835711,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,7.3793542908,7.3793542908,0.7391304347826086,1.0,0.7906976744186046,1.0,True,Aliphatic long chain,1.0,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;"
D13,worst,13,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,951,CCCCCCCC/C=C\CCCCCCCC(=O)O,-11.9989378619,valid,680,CCCCCCCCCCCCCCCCC(=O)O,-4.69,-7.3089378619,7.3089378619,0.7391304347826086,1.0,0.9166666666666666,1.0,True,"Aliphatic long chain, isolated alkene",2.0,"InChI=1S/2C18H34O2.Cu/c2*1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;/h2*9-10H,2-8,11-17H2,1H3,(H,19,20);/q;;+2/p-2/b2*10-9-;",True,Aliphatic long chain,1.0,"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)"
D14,worst,14,tdc/Solubility_AqSolDB,regression,Y,"Excluded molecular Tanimoto == 1.0; ranked by Tanimoto, then absolute activity delta.",0.6713426853707415,0.3286573146292585,configs/tdc/Solubility_AqSolDB_random.yaml,runs/tdc/Solubility_AqSolDB/cliffs.jsonl,runs/tdc/Solubility_AqSolDB/records.csv,intra_tv,train,2572,CCCCC(CC)C(=O)O,-8.7020121255,train,4646,CCC(CC)C(=O)O,-0.8098,-7.8922121254999995,7.8922121254999995,0.7,0.5555555555555556,0.9285714285714286,0.9285714285714286,True,"((2, 'InChI: Omitted undefined stereo'),)",0.0,"InChI=1S/2C8H16O2.Zr/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2",True,(),0.0,"InChI=1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)"
