smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
C=C(C)C(=O)OCCOC(=O)C(=C)C,True,"Aliphatic long chain, Michael acceptor",2,"InChI=1S/C10H14O4/c1-7(2)9(11)13-5-6-14-10(12)8(3)4/h1,3,5-6H2,2,4H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX6615,train
O=C(O)Cc1cccc2ccccc12,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)/p-1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX14833,train
COc1cc(O)cc(O)c1,True,(),0,"InChI=1S/C7H8O3/c1-10-7-3-5(8)2-6(9)4-7/h2-4,8-9H,1H3","[0.0, 0.0, None, 0.0, None, None, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX26525,train
CCOC(=O)c1cccnc1,True,(),0,"InChI=1S/C8H9NO2/c1-2-11-8(10)7-4-3-5-9-6-7/h3-6H,2H2,1H3","[None, None, None, None, None, None, None, 0.0, None, 0.0, None, None]",TOX26526,train
CCOc1ccc(S(=O)(=O)O)c2cccnc12,True,Sulfonic acid,1,"InChI=1S/C11H11NO4S/c1-2-16-9-5-6-10(17(13,14)15)8-4-3-7-12-11(8)9/h3-7H,2H2,1H3,(H,13,14,15)","[0.0, 0.0, None, 0.0, 1.0, 1.0, 0.0, None, 0.0, None, 0.0, 0.0]",TOX26521,train
O=C(O)C(O)c1ccccc1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m1/s1","[0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX26523,train
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,True,"((2, 'molecule has a stereo bond in a ring'),)",0,"InChI=1S/C15H17Cl2NO2/c1-18-12-2-3-13(18)8-14(7-12)20-15(19)9-4-10(16)6-11(17)5-9/h4-6,12-14H,2-3,7-8H2,1H3/t12-,13+,14+","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX22632,train
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,True,(),0,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3","[0.0, 0.0, 0.0, None, 0.0, 0.0, None, 0.0, 0.0, 0.0, None, 0.0]",TOX22633,train
C#CCO,True,triple bond,1,"InChI=1S/C3H4O/c1-2-3-4/h1,4H,3H2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1883,train
CC(O)CC(C)(C)O,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1885,train
CC(C)(C)CC(C)(C)N,True,(),0,"InChI=1S/C8H19N/c1-7(2,3)6-8(4,5)9/h6,9H2,1-5H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1886,train
CC(=O)CC(C)C,True,(),0,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1889,train
CCCC(C)=O,True,(),0,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1888,train
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,True,"halogenated ring, halogenated ring",2,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,"[0.0, None, 1.0, None, None, 0.0, None, 1.0, 0.0, 0.0, 1.0, 1.0]",TOX1106,train
CNC(=O)Nc1ccc(Cl)c(Cl)c1,True,(),0,"InChI=1S/C8H8Cl2N2O/c1-11-8(13)12-5-2-3-6(9)7(10)4-5/h2-4H,1H3,(H2,11,12,13)","[0.0, 0.0, 1.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX22180,train
CC(=O)Nc1ccc(C)c(Cl)c1,True,(),0,"InChI=1S/C9H10ClNO/c1-6-3-4-8(5-9(6)10)11-7(2)12/h3-5H,1-2H3,(H,11,12)","[0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX22181,train
CCCCNC(=S)NCCCC,True,"Aliphatic long chain, Thiocarbonyl group",2,"InChI=1S/C9H20N2S/c1-3-5-7-10-9(12)11-8-6-4-2/h3-8H2,1-2H3,(H2,10,11,12)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",TOX22187,train
CCCCNC(=O)NCCCC,True,Aliphatic long chain,1,"InChI=1S/C9H20N2O/c1-3-5-7-10-9(12)11-8-6-4-2/h3-8H2,1-2H3,(H2,10,11,12)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX22188,train
CCc1cccc(C)c1,True,(),0,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX7876,train
CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,True,"Aliphatic long chain, phosphor",2,"InChI=1S/C26H47O3P/c1-24(2)18-12-7-5-9-16-22-27-30(29-26-20-14-11-15-21-26)28-23-17-10-6-8-13-19-25(3)4/h11,14-15,20-21,24-25H,5-10,12-13,16-19,22-23H2,1-4H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX7877,train
CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-","[0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",TOX7875,train
CCCCCCCCCCC=Cc1cc(O)oc1O,True,Aliphatic long chain,1,"InChI=1S/C16H26O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15(17)19-16(14)18/h11-12,14H,2-10,13H2,1H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",TOX7870,train
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C26H22ClF3N2O3/c1-16(2)24(32-22-12-11-18(14-21(22)27)26(28,29)30)25(33)35-23(15-31)17-7-6-10-20(13-17)34-19-8-4-3-5-9-19/h3-14,16,23-24,32H,1-2H3","[0.0, 0.0, None, 0.0, 0.0, None, None, 0.0, 0.0, None, 1.0, None]",TOX4110,train
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C15H10ClF3N2O6S/c1-28(25,26)20-14(22)10-7-9(3-4-12(10)21(23)24)27-13-5-2-8(6-11(13)16)15(17,18)19/h2-7H,1H3,(H,20,22)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX4112,train
CCOP(=S)(CC)Sc1ccccc1,True,phosphor,1,"InChI=1S/C10H15OPS2/c1-3-11-12(13,4-2)14-10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3","[0.0, 0.0, 0.0, 1.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX4113,train
CC/C=C\CCCCO,True,"Aliphatic long chain, isolated alkene",2,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h3-4,9H,2,5-8H2,1H3/b4-3-","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27698,train
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,True,"aniline, phenol ester",2,"InChI=1S/C17H13NO2/c18-16-8-4-3-7-15(16)17(19)20-14-10-9-12-5-1-2-6-13(12)11-14/h1-11H,18H2","[None, 0.0, 1.0, None, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]",TOX27695,train
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,True,isolated alkene,1,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14?,19-,20+/m0/s1","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX24280,train
CC(=O)CCC(C)=O,True,(),0,"InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX10138,train
CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1,True,"diazo group, stilbene, Sulfonic acid",3,"InChI=1S/C30H28N4O8S2/c1-3-41-27-15-11-23(12-16-27)31-33-25-9-7-21(29(19-25)43(35,36)37)5-6-22-8-10-26(20-30(22)44(38,39)40)34-32-24-13-17-28(18-14-24)42-4-2/h5-20H,3-4H2,1-2H3,(H,35,36,37)(H,38,39,40)/p-2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, None, 0.0]",TOX21728,train
O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2n1,True,"beta-keto/anhydride, Sulfonic acid",2,"InChI=1S/C18H11NO8S2/c20-17-11-3-1-2-4-12(11)18(21)15(17)13-6-5-9-7-10(28(22,23)24)8-14(16(9)19-13)29(25,26)27/h1-8,15H,(H,22,23,24)(H,25,26,27)/p-2","[0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, None, 0.0]",TOX21721,train
O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)cc3)c(S(=O)(=O)O)cc2c1)c1ccccc1,True,"diazo group, Sulfonic acid",2,"InChI=1S/C29H21N5O8S2/c35-28-25-15-12-23(30-29(36)18-4-2-1-3-5-18)16-19(25)17-26(44(40,41)42)27(28)34-33-21-8-6-20(7-9-21)31-32-22-10-13-24(14-11-22)43(37,38)39/h1-17,35H,(H,30,36)(H,37,38,39)(H,40,41,42)/p-2","[0.0, 0.0, 0.0, None, None, 0.0, 0.0, 1.0, 0.0, 0.0, None, 0.0]",TOX21726,train
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,True,"Aliphatic long chain, imine, Oxygen-nitrogen single bond",3,"InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+","[0.0, 0.0, 0.0, None, 0.0, 0.0, None, None, 0.0, 0.0, None, 0.0]",TOX24002,train
Cc1nc(C)c(C)nc1C,True,(),0,InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27070,train
CC1=CC(O)CC(C)(C)C1,True,isolated alkene,1,"InChI=1S/C9H16O/c1-7-4-8(10)6-9(2,3)5-7/h4,8,10H,5-6H2,1-3H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27072,train
CC(C)COC(=O)c1ccccc1,True,(),0,"InChI=1S/C11H14O2/c1-9(2)8-13-11(12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3","[0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27074,train
C=C(C)[C@@H]1CC=C(C)CC1,True,isolated alkene,1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m1/s1","[0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27078,train
O=[N+]([O-])O,True,"nitro group, Oxygen-nitrogen single bond",2,InChI=1S/Ca.2NO3/c;2*2-1(3)4/q+2;2*-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX19719,train
Nc1ccc(N)c([N+](=O)[O-])c1,True,"aniline, nitro group, Oxygen-nitrogen single bond",3,"InChI=1S/C6H7N3O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,7-8H2","[0.0, 0.0, 1.0, 0.0, None, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, None]",TOX957,train
CC1COc2ccccc2N1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C9H11NO/c1-7-6-11-9-5-3-2-4-8(9)10-7/h2-5,7,10H,6H2,1H3","[0.0, 0.0, 1.0, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX24915,train
O=C(O)c1cc(Cl)cc(Cl)c1O,True,(),0,"InChI=1S/C7H4Cl2O3/c8-3-1-4(7(11)12)6(10)5(9)2-3/h1-2,10H,(H,11,12)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX24914,train
CCCCCCCCCCCC(=O)NCCCN(C)C,True,Aliphatic long chain,1,"InChI=1S/C17H36N2O/c1-4-5-6-7-8-9-10-11-12-14-17(20)18-15-13-16-19(2)3/h4-16H2,1-3H3,(H,18,20)","[0.0, None, 0.0, None, None, None, None, None, 0.0, None, None, None]",TOX24913,train
CC(C)CCCCCOC(=O)CCS,True,"Aliphatic long chain, thiol",2,"InChI=1S/C11H22O2S/c1-10(2)6-4-3-5-8-13-11(12)7-9-14/h10,14H,3-9H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX24911,train
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,True,"heavy metal, nitro group, Oxygen-nitrogen single bond",3,"InChI=1S/C6H6AsNO6/c9-6-2-1-4(7(10,11)12)3-5(6)8(13)14/h1-3,9H,(H2,10,11,12)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX956,train
F[B-](F)(F)F,True,heavy metal,1,"InChI=1S/BF4/c2-1(3,4)5/q-1/p+1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX9739,train
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,True,(),0,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m0/s1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX9733,train
C(=C/c1ccccc1)\c1ccccc1,True,stilbene,1,InChI=1S/C14H12/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-12H/b12-11+,"[0.0, 0.0, 1.0, None, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, None, 0.0]",TOX6050,train
Cc1ccc2c(ccc3ccccc32)c1,True,Polycyclic aromatic hydrocarbon,1,"InChI=1S/C15H12/c1-11-6-9-15-13(10-11)8-7-12-4-2-3-5-14(12)15/h2-10H,1H3","[0.0, 0.0, None, None, None, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX5649,train
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,True,(),0,"InChI=1S/C11H14N4O4/c1-13-9-8(10(16)14(2)11(13)17)15(6-12-9)5-7-18-3-4-19-7/h6-7H,3-5H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX2968,train
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,True,(),0,"InChI=1S/C9H11FN2O5/c1-3-5(13)6(14)8(17-3)12-2-4(10)7(15)11-9(12)16/h2-3,5-6,8,13-14H,1H3,(H,11,15,16)/t3-,5-,6-,8-/m1/s1","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, None, 0.0, 0.0, 0.0, 1.0]",TOX2967,train
COC(=O)C1=CCCN(C)C1,True,(),0,"InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX2617,train
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,True,beta-keto/anhydride,1,"InChI=1S/C16H12O3/c1-19-11-8-6-10(7-9-11)14-15(17)12-4-2-3-5-13(12)16(14)18/h2-9,14H,1H3","[None, None, None, None, None, None, None, 0.0, None, 0.0, None, None]",TOX2611,train
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C8H7NO4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3,(H,10,11)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX5642,train
CCCCCC(C)O,True,Aliphatic long chain,1,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX27158,train
O=C(O)c1ccccc1O,True,(),0,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0]",TOX1708,train
NC(=O)c1ccccc1,True,(),0,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX1709,train
CCN1CCc2nc(N)oc2CC1,True,(),0,"InChI=1S/C9H15N3O/c1-2-12-5-3-7-8(4-6-12)13-9(10)11-7/h2-6H2,1H3,(H2,10,11)","[None, None, None, None, None, None, None, 0.0, None, 0.0, None, None]",TOX25756,train
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,True,stilbene,1,"InChI=1S/C23H29N3O/c27-19-18-25-16-14-24(15-17-25)12-5-13-26-22-8-3-1-6-20(22)10-11-21-7-2-4-9-23(21)26/h1-4,6-11,27H,5,12-19H2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, None, 0.0]",TOX25752,train
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,True,(),0,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)/t12-/m1/s1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX25753,train
Nc1ccc([N+](=O)[O-])cc1N,True,"aniline, nitro group, Oxygen-nitrogen single bond",3,"InChI=1S/C6H7N3O2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,7-8H2","[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, None, 1.0, 0.0]",TOX958,train
I,True,iodine,1,InChI=1S/HI.K/h1H;/q;+1/p-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX14836,train
O=c1[nH]c(Cl)c(Cl)cc1Cl,True,2-halo pyridine,1,"InChI=1S/C5H2Cl3NO/c6-2-1-3(7)5(10)9-4(2)8/h1H,(H,9,10)","[0.0, None, 1.0, None, 0.0, 0.0, None, 1.0, 0.0, 0.0, 1.0, 0.0]",TOX18317,train
CC=CC=CC=O,True,"aldehyde, Michael acceptor, polyene",3,"InChI=1S/C6H8O/c1-2-3-4-5-6-7/h2-6H,1H3/b3-2+,5-4+","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",TOX5391,train
C[Si](C)(C)N[Si](C)(C)C,True,heavy metal,1,"InChI=1S/C6H19NSi2/c1-8(2,3)7-9(4,5)6/h7H,1-6H3","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",TOX5395,train
C=CC(=O)OCCCl,True,"alkyl halide, Michael acceptor",2,"InChI=1S/C5H7ClO2/c1-2-5(7)8-4-3-6/h2H,1,3-4H2","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX4783,train
COCC(C)N(C(=O)CCl)c1c(C)csc1C,True,alkyl halide,1,"InChI=1S/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, None, 1.0, 0.0, 0.0, None, 0.0]",TOX12376,train
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)[C@H]2SC1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'molecule has a stereo bond in a ring'))",0,"InChI=1S/C18H23N9O4S3/c1-25(2)3-4-26-18(22-23-24-26)34-7-9-6-32-15-12(14(29)27(15)13(9)16(30)31)21-11(28)5-10-8-33-17(19)20-10/h8,12,15H,3-7H2,1-2H3,(H2,19,20)(H,21,28)(H,30,31)/t12-,15-/m1/s1","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, 0.0, 0.0, 0.0]",TOX25538,train
